,Anwohner,Besucher,tXK}G3Eg,Ld)s@YEM,VersagerGoldesel,VollzeitToleranz,Computer,Diagnose,aVr\un?R,Mf(d_?zb,VorstandTablette,StellungZwilling,Duftnote,Ehebruch,zpPe&f8*,fUTkNLDY,GottheitWeltraum,UmtauschWeinfass,Eindruck,Fachmann,3YWRx-#-,UCMV&MH8,ApfelmusHandbuch,AuerhuhnHauswand,Fahrwerk,Festland,"gsy.,fUy",cXyNffH#,BeispielHufeisen,BierglasFahrplan,Flugplan,Gasmaske,[-z8S*E+,fa.{DqnA,ChefarztDreizack,DezernatWerkbank
15,4.739,3.904,12.984,12.473,9.321,9.937,4.462,4.205,20.866,11.985,8.312,6.586,6.761,5.954,14.439,8.75,13.768,6.792,5.74,5.092,11.712,13.085,7.684,9.278,5.136,5.413,10.77,9.874,9.541,7.572,5.427,6.164,17.115,13.873,12.648,9.738
16,9.899,7.135,20.21,17.262,11.121,10.744,6.928,7.112,19.302,19.096,10.578,8.815,7.787,6.662,29.677,14.212,10.974,8.566,9.561,5.335,20.323,18.194,10.129,12.052,6.838,5.731,11.897,14.458,10.918,10.277,10.415,5.933,29.965,17.392,13.459,12.196
17,7.08,6.501,16.329,15.054,9.292,13.235,9.67,7.232,15.153,13.854,14.364,12.552,6.375,3.595,15.097,14.471,10.203,8.985,5.364,6.854,15.438,15.321,10.21,10.351,11.263,6.04,11.571,15.069,10.034,10.553,6.653,5.7,24.964,11.9,11.747,12.973
18,4.92,5.682,22.333,16.155,10.666,9.87,7.125,5.701,15.652,18.131,10.26,11.518,6.561,5.33,15.626,14.404,9.405,8.579,4.129,5.03,23.805,14.657,8.37,8.111,4.757,3.562,15.705,14.835,6.991,8.435,10.583,4.743,23.532,13.985,13.792,10.109
19,5.63,4.616,18.702,17.551,7.171,8.837,7.155,4.651,17.305,18.64,7.232,16.786,7.638,4.321,14.523,19.62,9.431,10.698,6.521,5.194,23.88,16.222,9.303,8.701,8.171,14.438,11.751,14.285,9.902,9.066,8.714,4.471,24.174,11.655,12.627,9.667
20,4.035,5.073,23.455,22.288,11.27,9.758,6.766,6.104,16.457,17.357,10.26,9.1,7.739,5.366,20.156,11.184,13.154,9.425,15.635,5.726,17.074,17.965,8.669,10.245,5.787,4.739,13.277,13.439,8.711,11.253,9.528,7.237,2.339,21.244,12.516,9.99
21,11.11,9.667,31.443,17.332,20.5,18.31,8.753,8.898,16.868,25.686,19.452,16.902,12.91,11.584,19.078,14.873,20.411,24.544,10.072,11.309,20.298,14.067,19.618,18.215,9.648,8.604,16.324,12.134,20.161,19.685,10.601,8.494,29.408,19.357,20.246,16.505
22,5.967,5.869,16.737,16.869,9.954,10.537,5.752,4.537,13.052,13.32,8.655,13.102,6.252,6.404,12.585,10.02,8.038,8.417,4.836,4.936,14.76,10.587,8.27,6.387,5.071,4.136,9.037,13.087,8.254,7.155,5.07,4.451,19.402,10.728,7.919,7.434
23,10.502,6.339,22.196,17.337,18.831,15.017,10.724,6.386,20.071,16.609,15.656,14.898,5.684,7.91,22.822,15.195,15.09,17.248,6.759,6.723,15.335,15.65,13.902,13.134,13.696,6.394,16.023,13.896,13.003,11.73,9.588,6.788,21.754,14.776,13.039,15.545
24,9.885,5.341,29.338,16.223,10.47,12.259,6.887,7.744,24.376,18.463,14.643,13.853,7.982,7.049,23.714,13.871,15.357,13.559,8.242,7.262,20.697,17.914,14.259,17.416,6.944,5.373,13.443,15.023,13.741,8.8,6.44,6.965,22.801,22.54,12.417,14.4
25,7.576,7.198,24.229,16.855,14.751,11.722,10.008,8.106,18.544,20.642,14.342,12.66,12.407,6.677,23.542,17.573,13.516,11.454,7.042,7.42,23.027,19.013,15.429,15.039,8.89,7.141,14.58,15.493,9.76,10.777,7.057,5.557,27.707,20.005,13.378,21.74
26,6.275,8.293,16.224,15.004,10.989,10.523,6.63,5.506,17.028,13.318,11.194,9.194,6.041,7.687,21.891,13.609,9.355,9.85,5.56,6.081,10.456,11.993,10.848,9.204,7.187,4.98,13.271,11.148,9.602,9.146,6.307,4.9,16.497,9.793,8.88,10.658
